query,source,author,title,description,url,publishedAt,content
India,The Indian Express,Venkata Krishna B,Explained: What’s the controversy involving R Ashwin and CSK’s signing of Dewald Brevis?,Ashwin’s former teammate Anirudha Srikkanth criticised the former India all-rounder for discussing a teammate’s contract on public forum.,https://indianexpress.com/article/sports/cricket/explained-controversy-involving-ashwin-csks-signing-dewald-brevis-10197052/,2025-08-18T16:15:41Z,"Last week, Chennai Super Kings put an end to a controversy that erupted on social media after their all-rounder R Ashwin had revealed that the franchise was willing to pay extra to sign South Africas… [+5385 chars]"
India,Slashdot.org,feedfeeder,Pakistan floods: Hundreds killed within days in rain-related incidents - BBC,Pakistan floods: Hundreds killed within days in rain-related incidentsBBC Cloudbursts are causing chaos in parts of India and Pakistan. Here’s what they areAP News Pakistan defends flood response after over 270 people killed in northwestern districtNPR Pakist…,https://slashdot.org/firehose.pl?op=view&amp;id=178737246,2025-08-18T16:14:22Z,"""There is nothing new under the sun, but there are lots of old things 
 we don't know yet.""
 -Ambrose Bierce"
India,Livemint,Jocelyn Fernandes,"Nikhil Kamath invests ₹137 crore in THIS company, bets on clean energy","Nikhil Kamath, co-founder of Zerodha, invested ₹137 crore in Goldi Solar. The funds will aid expansion as Goldi Solar expands capacity and develops its solar cell manufacturing in Surat. &nbsp;",https://www.livemint.com/companies/news/nithin-kamath-invests-rs-137-crore-in-goldi-solar-company-bets-on-clean-energy-11755531596259.html,2025-08-18T16:14:00Z,"Nikhil Kamath, online trading platform Zerodha's co-founder and a prolific investor, has this time bet on India's solar manufacturing space with a 137 crore investment in photovoltaic (PV) module com… [+1818 chars]"
India,Forbes,"Megan Poinski, Forbes Staff, 
 Megan Poinski, Forbes Staff
 https://www.forbes.com/sites/meganpoinski/",Why Moving Away From DEI Reinforces The Proverbial Glass Ceiling,"Also in the Forbes CEO newsletter: Consumers unmoved by ‘Made In The USA,’ big bets on UnitedHeath Group boost markets, Ford reinvents the assembly line.",https://www.forbes.com/sites/meganpoinski/2025/08/18/why-moving-away-from-dei-reinforces-the-proverbial-glass-ceiling/,2025-08-18T16:13:50Z,"As tariffs begin to take hold, many companies are trying to shift their supply chains so they can have more products made in the U.S. While this could be beneficial from a tariff reduction standpoint… [+17217 chars]"
India,The Times of India,ET Online,"CA Foundation, Intermediate & Final September Exams: Admit cards available now on ICAI portal, step-by-step download guide","The Institute of Chartered Accountants of India has issued admit cards. These are for the September 2025 CA exams. Students can download hall tickets from the ICAI Self Service Portal. This includes Foundation, Intermediate, and Final course candidates. The a…",https://economictimes.indiatimes.com/news/new-updates/ca-foundation-intermediate-final-september-exams-admit-cards-available-now-on-icai-portal-step-by-step-download-guide/articleshow/123368534.cms,2025-08-18T16:08:23Z,"Investment Ideas
Grow your wealth with stock ideas &amp; sectoral trends.
Stock Reports Plus
Buy low &amp; sell high with access to Stock Score, Upside potential &amp; more. 
BigBull Portfolio
G… [+439 chars]"
India,BusinessLine,,"Editorial. GST reforms, not a day too late",A reduction in levies of mass consumption goods as well as discretionary items is expected to boost consumption at a time when urban demand in particular is not looking upbeat,https://www.thehindubusinessline.com/opinion/editorial/gst-reforms-not-a-day-too-late/article69947678.ece,2025-08-18T16:04:30Z,"In his Independence Day address, Prime Minister Narendra Modi unveiled a proposal that would amount to a sweeping reform of the GST system. The proposed reforms of GST rates would amount to making es… [+2832 chars]"
India,The Indian Express,Sports Desk,Sunil Gavaskar urges BCCI selectors to leave Jasprit Bumrah out of white-ball games that ‘have no bearing’,Gavaskar has said that the BCCI must priotitise keeping Jasprit Bumrah fit to play the team's remaining Test matches this year so that they qualify for the World Test Championship (WTC) final.,https://indianexpress.com/article/sports/cricket/sunil-gavaskar-india-bcci-selectors-jasprit-bumrah-10196998/,2025-08-18T16:01:05Z,"Jasprit Bumrah’s workload has become a topic of conversation, with the fast bowler facing some flack from former players and fans for playing in only three of India’s five Test matches in England. In… [+2441 chars]"
India,Matadornetwork.com,India Amos,"Where to Play, Eat, and Stay in Citrus County, Florida’s ‘Nature Coast’","The best things to do in Citrus County, Florida, center on the outdoors, from biking and kayaking to scalloping and mermaid shows.",https://matadornetwork.com/read/things-to-do-in-citrus-county/,2025-08-18T16:00:00Z,"Here are some of the best places to play, eat, and stay in Citrus County. 
Things to do in Citrus County
Search for scallops in the Gulf
Scalloping season runs from July 1 to September 24 in Citru… [+8475 chars]"
India,Iasexamportal.com,trainee5,(THE GIST OF PIB) Scheme for Promotion of Culture of Science,,https://iasexamportal.com/the-gist/pib-scheme-for-promotion-of-culture-of-science,2025-08-18T15:59:40Z,"<li>It is a flagship initiative of the Ministry of Culture, Government of India.</li><li>It is aimed at fostering scientific temper and awareness across the country for the public in general and stud… [+910 chars]"
India,Ndtvprofit.com,Sreshti Srinivasan,Gem Aromatics Raises Rs 135 Crore From Anchor Investors Ahead Of IPO,"Gem Aromatics Ltd. raised Rs 135.4 crore from anchor investors on Monday ahead of the launch of its initial public offering. The company allotted 4.16 lakh shares at Rs 325 apiece to 14 anchor investors, according to an exchange filing. The investors include …",https://www.ndtvprofit.com/ipos/initial-public-offering-gem-aromatics-raises-rs-135-crore-from-anchor-investors-ahead-of-ipo,2025-08-18T15:58:46Z,Gem Aromatics Ltd. raised Rs 135.4 crore from anchor investors on Monday ahead of the launch of its initial public offering. The company allotted 4.16 lakh shares at Rs 325 apiece to 14 anchor invest… [+474 chars]
India,Iasexamportal.com,trainee5,(THE GIST OF PIB) Central Board of Direct Taxes (CBDT),,https://iasexamportal.com/the-gist/pib-central-board-of-direct-taxes-cbdt,2025-08-18T15:57:02Z,"<li>In 1924, a Board of Revenue was set up to make tax collection more efficient in British India.
</li><li>Initially, the Board was in charge of both direct and indirect taxes.
</li><li>However, w… [+364 chars]"
India,Gizmodo.com,Passant Rabie,This Newly Launched Satellite Just ‘Bloomed’ a Record-Breaking Antenna in Orbit,NISAR will scan nearly all of Earth's land and ice surface twice every 12 days.,https://gizmodo.com/this-newly-launched-satellite-just-bloomed-a-record-breaking-antenna-in-orbit-2000644290,2025-08-18T15:55:42Z,"A first-of-its-kind satellite recently launched into orbit to monitor Earth’s changing surfaces, detecting movement of the planet’s crust down to fractions of an inch. The satellite packed a giant ra… [+3080 chars]"
India,The Times of India,PTI,Gem Aromatics collects Rs 135 crore from anchor investors ahead of IPO,"Gem Aromatics, a manufacturer of speciality ingredients, on Monday mobilised over Rs 135 crore from anchor investors, ahead of its initial public offering (IPO) opening for subscription.",https://economictimes.indiatimes.com/markets/ipos/fpos/gem-aromatics-collects-rs-135-crore-from-anchor-investors-ahead-of-ipo/articleshow/123368355.cms,2025-08-18T15:55:22Z,"Gem Aromatics, a manufacturer of speciality ingredients, on Monday mobilised over Rs 135 crore from anchor investors, ahead of its initial public offering (IPO) opening for subscription.Some of the i… [+1700 chars]"
India,The Indian Express,Express News Service,Former JU student gets bail 5 days after arrest in Bengal minister convoy attack case,Defence says no progress in police probe; judge questions why relevant sections of IT act not slapped against accused,https://indianexpress.com/article/cities/kolkata/former-jadavpur-university-student-bail-bengal-minister-convoy-attack-case-10197041/,2025-08-18T15:53:12Z,"A researcher and former Jadavpur University student, who was arrested in connection with the alleged attack on West Bengal Education Minister Bratya Basu’s convoy on the varsity campus in March this … [+2948 chars]"
India,First Showing,Alex Billington,Official Trailer for Joe Wright's 'Mussolini: Son of the Century' Series,"""A time always comes when a lost populace turns to simple ideas."" Yep - and this is happening again today in America. Mubi has debuted the full official trailer for the series titled Mussolini: Son of the Century in English, originally listed as M. Son of the…",https://www.firstshowing.net/2025/official-trailer-for-joe-wrights-mussolini-son-of-the-century-series/,2025-08-18T15:52:04Z,"by Alex BillingtonAugust 18, 2025Source:YouTube
""A time always comes when a lost populace turns to simple ideas."" Yep - and this is happening again today in America. Mubi has debuted the full offici… [+2760 chars]"
India,Biztoc.com,foxbusiness.com,Trump adviser Navarro says India must stop buying Russian oil,"A key Trump administration trade adviser warned in an op-ed on Monday that India needs to stop buying oil from Russia, arguing the purchases are helping finance Russia's war against Ukraine.
White House trade adviser Peter Navarro wrote in the Financial Times…",https://biztoc.com/x/6b84e6dfe590501c,2025-08-18T15:51:47Z,"A key Trump administration trade adviser warned in an op-ed on Monday that India needs to stop buying oil from Russia, arguing the purchases are helping finance Russia's war against Ukraine.White Hou… [+144 chars]"
India,The Times of India,ET Online,"Uttar Pradesh: Army jawan assaulted by toll plaza workers, NHAI imposes hefty fine, initiates process to cancel agency license","In Meerut, Uttar Pradesh, an army soldier named Kapil was allegedly attacked by toll plaza workers. Six individuals have been arrested. The NHAI fined the toll operator Rs 20 lakh and started license cancellation. The Indian Army has condemned the incident. K…",https://economictimes.indiatimes.com/news/india/uttar-pradesh-army-jawan-assaulted-by-toll-plaza-workers-nhai-imposes-hefty-fine-initiates-process-to-cancel-agency-license/articleshow/123368166.cms,2025-08-18T15:46:15Z,"An Army jawan was allegedly assaulted by toll plaza employees in Uttar Pradesh's Meerut district on Sunday. The police has arrested six people, while the NHAI has imposed a fine of Rs 20 lakh and ini… [+1962 chars]"
India,Newser,John Johnson,Putin Works the Phones Before Zelensky's Trump Meeting,"As Volodymyr Zelensky prepares to sit down with President Trump on Monday, Russia's Vladimir Putin was engaging in some diplomacy of his own. The BBC reports that he made calls to the leaders of Brazil, South Africa, India, and Tajikistan on Monday. The Kreml…",https://www.newser.com/story/373710/putin-works-the-phones-before-zelenskys-trump-meeting.html,2025-08-18T15:43:44Z,"As Volodymyr Zelensky prepares to sit down with President Trump on Monday, Russia's Vladimir Putin was engaging in some diplomacy of his own. The BBC reports that he made calls to the leaders of Braz… [+334 chars]"
India,BusinessLine,BL Chennai Bureau,Aptiv opens new technical centre in Chennai,"Aptiv PLC opens new Technical Centre in Chennai to accelerate AI/ML innovation for safer, greener future.",https://www.thehindubusinessline.com/info-tech/aptiv-opens-new-technical-centre-in-chennai/article69948177.ece,2025-08-18T15:40:42Z,"Javed Khan, Executive Vice President and President of Software, Advanced Safety and User Experience (AS&amp;UX) at Aptiv, and R. Velusamy, President, Automotive Business (Designate), Mahindra &amp; M… [+1825 chars]"
India,Infosecurity Magazine,Alessandro  Mascellino,USB Malware Campaign Spreads Cryptominer Worldwide,A multi-stage attack delivered via USB devices has been observed installing cryptomining malware using DLL hijacking and PowerShell,https://www.infosecurity-magazine.com/news/usb-malware-spreads-cryptominer/,2025-08-18T15:40:00Z,"A multi-stage malware attack delivered via infected USB devices has been identified, raising concerns over the persistence of cryptomining threats in 2025.
Analysts from CyberProof’s Managed Detecti… [+2205 chars]"
India,The Indian Express,Express News Service,"SC’s mental health guidelines in place since many years at SIU, says Dr Rajiv Yeravdekar","Higher educational institutions (HEIs) have been asked to prioritise extracurricular activities, including sports, arts, and personality development initiatives, thereby ensuring a safe and healthy living and learning environment for all students.",https://indianexpress.com/article/cities/pune/scs-mental-health-guidelines-in-place-since-many-years-at-siu-says-dr-rajiv-yeravdekar-10196936/,2025-08-18T15:37:56Z,"On July 25 this year, the Supreme Court had laid down guidelines applicable to all educational institutions across India with a view to address the rising prevalence of emotional and mental health pr… [+3514 chars]"
India,Greater Kashmir,Gk Web Desk,MBBS courses at AIIMS Awantipora likely from July 2026: Executive Director Dr S Mohanty,MBBS courses at AIIMS Awantipora likely from July 2026: Executive Director Dr S Mohantygreaterkashmir.com,https://www.greaterkashmir.com/health/mbbs-courses-at-aiims-awantipora-likely-from-july-2026-executive-director-dr-s-mohanty/,2025-08-18T15:35:27Z,"Srinagar, Aug 18: MBBS courses at the upcoming All India Institute of Medical Sciences (AIIMS) in Awantipora are expected to commence from July 2026, while Outpatient (OPD) and Inpatient (IPD) servic… [+2357 chars]"
India,RT,RT,Putin briefs Modi on Alaska summit,The Russian president called the Indian prime minister to discuss his meeting with Donald Trump in Alaska Read Full Article at RT.com,https://www.rt.com/india/623201-putin-brief-modi-alaska-summit/,2025-08-18T15:34:21Z,Indian Prime Minister Narendra Modi has thanked Russian President Vladimir Putin for “sharing insights” on his recent summit with US President Donald Trump in Alaska. Modi commented on his call with … [+1734 chars]
India,BusinessLine,BL Mumbai Bureau,UltraTech completes 7.5 MW round-the-clock green energy project at Gujarat unit,UltraTech Cement operationalises innovative 7.5 MW renewable energy project at Sewagram Cement Works in Gujarat with Gentari.,https://www.thehindubusinessline.com/companies/ultratech-completes-75-mw-round-the-clock-green-energy-project-at-gujarat-unit/article69948040.ece,2025-08-18T15:34:03Z,"UltraTech Cement, the countrys largest cement maker, has operationalised a 7.5 MW round-the-clock hybrid renewable energy project at its integrated cement manufacturing unit at Sewagram Cement Works … [+1138 chars]"
India,Livemint,Jocelyn Fernandes,ACs to get cheaper? Here's how much costs can reduce if GST reforms come into force,"The appliances sector is hoping that GST reforms, coupled with repo rate revisions could result in price reductions of ACs for end consumers.&nbsp;",https://www.livemint.com/industry/retail/buy-your-acs-cheaper-next-summer-how-much-electronics-cost-cut-rs-1500-2500-models-tv-gst-reforms-repo-rate-economy-news-11755522656269.html,2025-08-18T15:33:13Z,"modeThe Finance Ministry on August 15 (India's 79th Independence Day), said that it has proposed reforms to the country's goods and services tax (GST) regime, with aim to simplify the process and rat… [+2794 chars]"
India,The Times of India,ET Online,"Free sandwich, free wi-fi, Rs 1,200 bank bill: Inside India’s airport lounge economy","Airport lounges in India seem free, but the reality is different. Banks and card networks cover the cost, paying operators between Rs 600 and Rs 1,200 per domestic visit, or $25 to $35 internationally. They use lounge access to build loyalty and drive spendin…",https://economictimes.indiatimes.com/news/new-updates/free-sandwich-free-wi-fi-rs-1200-bank-bill-inside-indias-airport-lounge-economy/articleshow/123367523.cms,2025-08-18T15:33:05Z,"Airport lounges have become a familiar sight for Indian travellers. They promise calm amid the bustle of terminals: free food and drinks, recliners, Wi-Fi, charging points, and sometimes even spa tre… [+4183 chars]"
India,Las Vegas Review-Journal,Tony Garcia,"$512,378 High Card Flush Poker jackpot hits at Caesars Palace in Las Vegas","Atlanta is not only home of the Braves, but also a very grateful winner visiting on the Las Vegas Strip.",https://www.reviewjournal.com/post/3425970,2025-08-18T15:31:47Z,"Atlanta is not only home of the Braves, but also a very grateful winner visiting on the Las Vegas Strip.
Pooja P. won $512,378 after hitting the Ace-9 suited progressive Aug. 11 on High Card Flush P… [+2161 chars]"
India,BusinessLine,BL Mumbai Bureau,"Consumer durable firms, auto dealers plan festive offers as buyers wait for GST clarity","Consumer durable and auto firms anticipate increased demand post-GST rate reduction, with potential impacts on EVs and pricing strategies.",https://www.thehindubusinessline.com/companies/consumer-durable-firms-auto-dealers-plan-festive-offers-as-buyers-wait-for-gst-clarity/article69948312.ece,2025-08-18T15:30:41Z,"Consumer durable firms and automobile dealers are preparing for a surge in demand once the government announces a reduction in goods and services tax (GST) rates.
With the possibility of revised tax… [+4742 chars]"
India,BusinessLine,Our Bureaus,"Consumer durable firms, auto dealers plan festive offers as buyers wait for GST clarity","Consumer durable and auto firms anticipate increased demand post-GST rate reduction, with potential impacts on EVs and pricing strategies.",https://www.thehindubusinessline.com/news/consumer-durable-firms-auto-dealers-plan-festive-offers-as-buyers-wait-for-gst-clarity/article69948312.ece,2025-08-18T15:30:41Z,"Consumer durable firms and automobile dealers are preparing for a surge in demand once the government announces a reduction in goods and services tax (GST) rates.
With the possibility of revised tax… [+3903 chars]"
