query,source,author,title,description,url,publishedAt,content,similarity,publishedAt_dt,is_clickbait_candidate,is_clickbait_bottom5pct
India,Rlsbb.cc,saamaan1@yahoo.com (Master),dexpose india - september 2025 / march 2026,"World-class men's magazine of uncompromising quality and scope, providing insights art and illusion of men's world. Dexpose is the lifestyle resource for men from casual to couture and the latest information about the lifestyle, automotive and gadgets.Dexpose…",https://post.rlsbb.cc/dexpose-india-september-2025-march-2026/,2025-08-18T16:35:26Z,"world-class men's magazine of uncompromising quality and scope, providing insights art and illusion of men's world. dexpose is the lifestyle resource for men from casual to couture and the latest inf… [+157 chars]",0.39800245,2025-08-18 16:35:26+00:00,True,False
India,The Times of India,PTI,smartwatches drag india wearable market down for 5th straight quarter to 26.7 mn: idc,"India's wearable market saw a dip. Sales fell by 9.4 per cent in April-June. Smartwatch and earbud supplies decreased. Boat led the market, followed by Noise and GoBoult. Smart rings and glasses gained traction. The average selling price increased slightly. S…",https://economictimes.indiatimes.com/industry/cons-products/fashion-/-cosmetics-/-jewellery/smartwatches-drag-india-wearable-market-down-for-5th-straight-quarter-to-26-7-mn-idc/articleshow/123368940.cms,2025-08-18T16:32:53Z,"the indian wearable market declined for the fifth consecutive quarter, with sales falling by 9.4 per cent to 26.7 million units in the april-june period due to a dip in supplies of smartwatches and t… [+3344 chars]",0.8276439,2025-08-18 16:32:53+00:00,False,False
India,The Indian Express,Hitesh Vyas,foreign liabilities of mfs rose 19.9% to $30.5 bn in 2024-25: rbi survey,"The non-residents of other countries that own a large share of domestic MF units, in face value terms, include the United States of America (USA) – 11.2 per cent, the United Kingdom (UK) – 10.8, and Singapore – 6.6 per cent.",https://indianexpress.com/article/business/foreign-liabilities-of-mfs-rose-19-9-to-30-5-bn-in-2024-25-rbi-survey-10197101/,2025-08-18T16:31:11Z,"domestic mutual fund industrys foreign liabilities surged 19.9 per cent to $30.5 billion, in market value terms during financial year 2025, primarily driven by an increase in units issued to non-resi… [+1778 chars]",0.6728351,2025-08-18 16:31:11+00:00,False,False
India,Syllad.com,Syllad | The Rising Meghalaya,"pynlong jingiakhih ka neso ha ki jylla ne, dawa pyrkhing ia ka jingwan rung ki mynder bangladesh",Ka North East Student Organizations (NESO) ha ka 18 tarik Nailar ka la pynlong da ka jingiakhih shong kyllain mungor ha baroh ki nongbah jong ki jylla ka thain Shatei Lammihngi kynthup ha Meghalaya ban pynbor ia ka sorkar India bad ki sorkar Jylla ban shim da…,https://www.syllad.com/pynlong-jingiakhih-ka-neso-ha-ki-jylla-ne-dawa-pyrkhing-ia-ka-jingwan-rung-ki-mynder-bangladesh/,2025-08-18T16:30:05Z,"syllad | the rising meghalayaaugust 18, 2025 ka north east student organizations (neso) ha ka 18 tarik nailar ka la pynlong da ka jingiakhih shong kyllain mungor ha baroh ki nongbah jong ki jylla ka… [+3402 chars]",0.493076,2025-08-18 16:30:05+00:00,False,False
India,Memeorandum.com,,india's oil lobby is funding putin's war machine — that has to stop (peter navarro/financial times),"Peter Navarro / Financial Times:
India's oil lobby is funding Putin's war machine — that has to stop  —  Its dependence on Russian crude undermines the effort to isolate Moscow  —  The writer is the White House counsellor for trade and manufacturing  —  Here'…",https://www.memeorandum.com/250818/p71,2025-08-18T16:30:01Z,"memeorandum is an auto-generated summary of the stories that us political commentators are discussing online right now. unlike sister sites techmeme and mediagazer, it is not a human-edited news out… [+72 chars]",0.19357947,2025-08-18 16:30:01+00:00,True,False
India,The Times of India,Gaurav Gupta,"‘we’ve got to think about bumrah for the next 2-3 years, not next series’: former team india physio",Former Team India physio John Gloster shares insights on managing Jasprit Bumrah's workload. He emphasizes the importance of long-term planning for Bumrah's career. Gloster highlights Bumrah's support system and his positive return from injury. He suggests pr…,https://timesofindia.indiatimes.com/sports/cricket/news/weve-got-to-think-about-jasprit-bumrah-for-the-next-2-3-years-not-next-series-former-team-india-physio/articleshow/123368556.cms,2025-08-18T16:29:36Z,8 times samantha ruth prabhu turned perfect muse for kresha bajaj,0.34048802,2025-08-18 16:29:36+00:00,True,False
India,Foreign Policy,Matthew Kroenig,"to get peace in ukraine, trump should play the nuclear card",The White House needs to learn from the Kremlin’s success with nuclear blackmail.,http://foreignpolicy.com/2025/08/18/trump-putin-summit-ukraine-war-peace-nuclear/,2025-08-18T16:25:54Z,"when u.s. president donald trump and russian president vladimir putin met in anchorage, alaska, on aug. 15, putin was greeted by a flyover of an american b-2 strategic bomber. such flyovers can be a … [+7538 chars]",0.3090495,2025-08-18 16:25:54+00:00,True,False
India,Ndtvprofit.com,Bloomberg News,"china, india seek better ties as us policies add to uncertainty","China and India want better relations, India’s External Affairs Minister Subrahmanyam Jaishankar said, in the latest sign of a thaw between the Asian rivals as they push to normalize relations amid unpredictable US trade policies. The remarks were made at a b…",https://www.ndtvprofit.com/nation/china-india-seek-better-ties-as-us-policies-add-to-uncertainty,2025-08-18T16:22:16Z,"china and india want better relations, indias external affairs minister subrahmanyam jaishankar said, in the latest sign of a thaw between the asian rivals as they push to normalize relations amid un… [+1901 chars]",0.67892635,2025-08-18 16:22:16+00:00,False,False
India,Rlsbb.cc,saamaan1@yahoo.com (Master),"india today - august 25, 2025","India Today is the leading news magazine and most widely read publication in India. The magazine’s leadership is unquestioned, so much so that India Today is what Indian journalism is judged by, for its integrity and ability to bring unbiased and incisive per…",https://post.rlsbb.cc/india-today-august-25-2025/,2025-08-18T16:20:19Z,"india today is the leading news magazine and most widely read publication in india. the magazines leadership is unquestioned, so much so that india today is what indian journalism is judged by, for i… [+542 chars]",0.38604882,2025-08-18 16:20:19+00:00,True,False
India,Ndtvprofit.com,Bloomberg News,india's deepest tax-cut plan in years to spur automobile demand,"India is looking to slash a local tax on small cars to 18% while levies on premium cars may be pared to 40%, people familiar with the matter said, as the Narendra Modi-led government seeks to bolster consumption demand. Motorcycles of up to 350cc are also exp…",https://www.ndtvprofit.com/gst/goods-and-services-tax-india-deepest-tax-cut-plan-in-years-to-spur-automobile-demand,2025-08-18T16:18:59Z,"india is looking to slash a local tax on small cars to 18% while levies on premium cars may be pared to 40%, people familiar with the matter said, as the narendra modi-led government seeks to bolster… [+2240 chars]",0.70763016,2025-08-18 16:18:59+00:00,False,False
India,Ndtvprofit.com,PTI,building world's largest renewable energy park in kutch district: gautam adani at iit-kharagpur,"Adani Group chairman Gautam Adani on Monday said India will lead the world in renewable energy within the next five years. Speaking at the 75th foundation day of IIT Kharagpur, Adani highlighted India's goal to become the global leader in renewables by 2030.",https://www.ndtvprofit.com/business/building-worlds-largest-renewable-energy-park-in-kutch-district-gautam-adani-at-iit-kharagpur,2025-08-18T16:18:35Z,"about the role of iit kharagpur students, he said, ""imagine iit-kgp students co-developing ai-driven grid-balancing solutions, real-time predictive maintenance, and sector-wide optimisation tools."" … [+161 chars]",0.38822383,2025-08-18 16:18:35+00:00,True,False
India,Khabarhub.com,Khabarhub,today’s news in a nutshell,"KATHMANDU: Khabarhub brings you a glimpse of major developments of the day in Nepal, including politics, business/economy, sports, entertainment, and more. Durga Prasai speaks out after release, criticizes royalist leaders over Tinkune violence Durga Prasai, …",https://english.khabarhub.com/2025/18/491609/,2025-08-18T16:15:59Z,"kathmandu: khabarhub brings you a glimpse of major developments of the day in nepal, including politics, business/economy, sports, entertainment, and more. durga prasai speaks out after release, cri… [+12779 chars]",0.25816473,2025-08-18 16:15:59+00:00,True,False
India,The Indian Express,Venkata Krishna B,explained: what’s the controversy involving r ashwin and csk’s signing of dewald brevis?,Ashwin’s former teammate Anirudha Srikkanth criticised the former India all-rounder for discussing a teammate’s contract on public forum.,https://indianexpress.com/article/sports/cricket/explained-controversy-involving-ashwin-csks-signing-dewald-brevis-10197052/,2025-08-18T16:15:41Z,"last week, chennai super kings put an end to a controversy that erupted on social media after their all-rounder r ashwin had revealed that the franchise was willing to pay extra to sign south africas… [+5385 chars]",0.44128066,2025-08-18 16:15:41+00:00,True,False
India,Slashdot.org,feedfeeder,pakistan floods: hundreds killed within days in rain-related incidents - bbc,Pakistan floods: Hundreds killed within days in rain-related incidentsBBC Cloudbursts are causing chaos in parts of India and Pakistan. Here’s what they areAP News Pakistan defends flood response after over 270 people killed in northwestern districtNPR Pakist…,https://slashdot.org/firehose.pl?op=view&amp;id=178737246,2025-08-18T16:14:22Z,"""there is nothing new under the sun, but there are lots of old things we don't know yet."" -ambrose bierce",-0.028497174,2025-08-18 16:14:22+00:00,True,True
India,Livemint,Jocelyn Fernandes,"nikhil kamath invests ₹137 crore in this company, bets on clean energy","Nikhil Kamath, co-founder of Zerodha, invested ₹137 crore in Goldi Solar. The funds will aid expansion as Goldi Solar expands capacity and develops its solar cell manufacturing in Surat. &nbsp;",https://www.livemint.com/companies/news/nithin-kamath-invests-rs-137-crore-in-goldi-solar-company-bets-on-clean-energy-11755531596259.html,2025-08-18T16:14:00Z,"nikhil kamath, online trading platform zerodha's co-founder and a prolific investor, has this time bet on india's solar manufacturing space with a 137 crore investment in photovoltaic (pv) module com… [+1818 chars]",0.5972762,2025-08-18 16:14:00+00:00,False,False
India,Forbes,"Megan Poinski, Forbes Staff, 
 Megan Poinski, Forbes Staff
 https://www.forbes.com/sites/meganpoinski/",why moving away from dei reinforces the proverbial glass ceiling,"Also in the Forbes CEO newsletter: Consumers unmoved by ‘Made In The USA,’ big bets on UnitedHeath Group boost markets, Ford reinvents the assembly line.",https://www.forbes.com/sites/meganpoinski/2025/08/18/why-moving-away-from-dei-reinforces-the-proverbial-glass-ceiling/,2025-08-18T16:13:50Z,"as tariffs begin to take hold, many companies are trying to shift their supply chains so they can have more products made in the u.s. while this could be beneficial from a tariff reduction standpoint… [+17217 chars]",0.06630605,2025-08-18 16:13:50+00:00,True,True
India,The Times of India,ET Online,"ca foundation, intermediate & final september exams: admit cards available now on icai portal, step-by-step download guide","The Institute of Chartered Accountants of India has issued admit cards. These are for the September 2025 CA exams. Students can download hall tickets from the ICAI Self Service Portal. This includes Foundation, Intermediate, and Final course candidates. The a…",https://economictimes.indiatimes.com/news/new-updates/ca-foundation-intermediate-final-september-exams-admit-cards-available-now-on-icai-portal-step-by-step-download-guide/articleshow/123368534.cms,2025-08-18T16:08:23Z,"investment ideas grow your wealth with stock ideas &amp; sectoral trends. stock reports plus buy low &amp; sell high with access to stock score, upside potential &amp; more. bigbull portfolio g… [+439 chars]",0.05312598,2025-08-18 16:08:23+00:00,True,True
India,BusinessLine,,"editorial. gst reforms, not a day too late",A reduction in levies of mass consumption goods as well as discretionary items is expected to boost consumption at a time when urban demand in particular is not looking upbeat,https://www.thehindubusinessline.com/opinion/editorial/gst-reforms-not-a-day-too-late/article69947678.ece,2025-08-18T16:04:30Z,"in his independence day address, prime minister narendra modi unveiled a proposal that would amount to a sweeping reform of the gst system. the proposed reforms of gst rates would amount to making es… [+2832 chars]",0.7073591,2025-08-18 16:04:30+00:00,False,False
India,The Indian Express,Sports Desk,sunil gavaskar urges bcci selectors to leave jasprit bumrah out of white-ball games that ‘have no bearing’,Gavaskar has said that the BCCI must priotitise keeping Jasprit Bumrah fit to play the team's remaining Test matches this year so that they qualify for the World Test Championship (WTC) final.,https://indianexpress.com/article/sports/cricket/sunil-gavaskar-india-bcci-selectors-jasprit-bumrah-10196998/,2025-08-18T16:01:05Z,"jasprit bumrah’s workload has become a topic of conversation, with the fast bowler facing some flack from former players and fans for playing in only three of india’s five test matches in england. in… [+2441 chars]",0.58834326,2025-08-18 16:01:05+00:00,False,False
India,Matadornetwork.com,India Amos,"where to play, eat, and stay in citrus county, florida’s ‘nature coast’","The best things to do in Citrus County, Florida, center on the outdoors, from biking and kayaking to scalloping and mermaid shows.",https://matadornetwork.com/read/things-to-do-in-citrus-county/,2025-08-18T16:00:00Z,"here are some of the best places to play, eat, and stay in citrus county. things to do in citrus county search for scallops in the gulf scalloping season runs from july 1 to september 24 in citru… [+8475 chars]",0.56736475,2025-08-18 16:00:00+00:00,False,False
India,Iasexamportal.com,trainee5,(the gist of pib) scheme for promotion of culture of science,,https://iasexamportal.com/the-gist/pib-scheme-for-promotion-of-culture-of-science,2025-08-18T15:59:40Z,"it is a flagship initiative of the ministry of culture, government of india. it is aimed at fostering scientific temper and awareness across the country for the public in general and stud… [+910 chars]",0.4908787,2025-08-18 15:59:40+00:00,False,False
India,Ndtvprofit.com,Sreshti Srinivasan,gem aromatics raises rs 135 crore from anchor investors ahead of ipo,"Gem Aromatics Ltd. raised Rs 135.4 crore from anchor investors on Monday ahead of the launch of its initial public offering. The company allotted 4.16 lakh shares at Rs 325 apiece to 14 anchor investors, according to an exchange filing. The investors include …",https://www.ndtvprofit.com/ipos/initial-public-offering-gem-aromatics-raises-rs-135-crore-from-anchor-investors-ahead-of-ipo,2025-08-18T15:58:46Z,gem aromatics ltd. raised rs 135.4 crore from anchor investors on monday ahead of the launch of its initial public offering. the company allotted 4.16 lakh shares at rs 325 apiece to 14 anchor invest… [+474 chars],0.8755052,2025-08-18 15:58:46+00:00,False,False
India,Iasexamportal.com,trainee5,(the gist of pib) central board of direct taxes (cbdt),,https://iasexamportal.com/the-gist/pib-central-board-of-direct-taxes-cbdt,2025-08-18T15:57:02Z,"in 1924, a board of revenue was set up to make tax collection more efficient in british india. initially, the board was in charge of both direct and indirect taxes. however, w… [+364 chars]",0.54029524,2025-08-18 15:57:02+00:00,False,False
India,Gizmodo.com,Passant Rabie,this newly launched satellite just ‘bloomed’ a record-breaking antenna in orbit,NISAR will scan nearly all of Earth's land and ice surface twice every 12 days.,https://gizmodo.com/this-newly-launched-satellite-just-bloomed-a-record-breaking-antenna-in-orbit-2000644290,2025-08-18T15:55:42Z,"a first-of-its-kind satellite recently launched into orbit to monitor earth’s changing surfaces, detecting movement of the planet’s crust down to fractions of an inch. the satellite packed a giant ra… [+3080 chars]",0.4692696,2025-08-18 15:55:42+00:00,False,False
India,The Times of India,PTI,gem aromatics collects rs 135 crore from anchor investors ahead of ipo,"Gem Aromatics, a manufacturer of speciality ingredients, on Monday mobilised over Rs 135 crore from anchor investors, ahead of its initial public offering (IPO) opening for subscription.",https://economictimes.indiatimes.com/markets/ipos/fpos/gem-aromatics-collects-rs-135-crore-from-anchor-investors-ahead-of-ipo/articleshow/123368355.cms,2025-08-18T15:55:22Z,"gem aromatics, a manufacturer of speciality ingredients, on monday mobilised over rs 135 crore from anchor investors, ahead of its initial public offering (ipo) opening for subscription.some of the i… [+1700 chars]",0.81853753,2025-08-18 15:55:22+00:00,False,False
India,The Indian Express,Express News Service,former ju student gets bail 5 days after arrest in bengal minister convoy attack case,Defence says no progress in police probe; judge questions why relevant sections of IT act not slapped against accused,https://indianexpress.com/article/cities/kolkata/former-jadavpur-university-student-bail-bengal-minister-convoy-attack-case-10197041/,2025-08-18T15:53:12Z,"a researcher and former jadavpur university student, who was arrested in connection with the alleged attack on west bengal education minister bratya basu’s convoy on the varsity campus in march this … [+2948 chars]",0.52400684,2025-08-18 15:53:12+00:00,False,False
India,First Showing,Alex Billington,official trailer for joe wright's 'mussolini: son of the century' series,"""A time always comes when a lost populace turns to simple ideas."" Yep - and this is happening again today in America. Mubi has debuted the full official trailer for the series titled Mussolini: Son of the Century in English, originally listed as M. Son of the…",https://www.firstshowing.net/2025/official-trailer-for-joe-wrights-mussolini-son-of-the-century-series/,2025-08-18T15:52:04Z,"by alex billingtonaugust 18, 2025source:youtube ""a time always comes when a lost populace turns to simple ideas."" yep - and this is happening again today in america. mubi has debuted the full offici… [+2760 chars]",0.24485317,2025-08-18 15:52:04+00:00,True,False
India,Biztoc.com,foxbusiness.com,trump adviser navarro says india must stop buying russian oil,"A key Trump administration trade adviser warned in an op-ed on Monday that India needs to stop buying oil from Russia, arguing the purchases are helping finance Russia's war against Ukraine.
White House trade adviser Peter Navarro wrote in the Financial Times…",https://biztoc.com/x/6b84e6dfe590501c,2025-08-18T15:51:47Z,"a key trump administration trade adviser warned in an op-ed on monday that india needs to stop buying oil from russia, arguing the purchases are helping finance russia's war against ukraine.white hou… [+144 chars]",0.697656,2025-08-18 15:51:47+00:00,False,False
India,The Times of India,ET Online,"uttar pradesh: army jawan assaulted by toll plaza workers, nhai imposes hefty fine, initiates process to cancel agency license","In Meerut, Uttar Pradesh, an army soldier named Kapil was allegedly attacked by toll plaza workers. Six individuals have been arrested. The NHAI fined the toll operator Rs 20 lakh and started license cancellation. The Indian Army has condemned the incident. K…",https://economictimes.indiatimes.com/news/india/uttar-pradesh-army-jawan-assaulted-by-toll-plaza-workers-nhai-imposes-hefty-fine-initiates-process-to-cancel-agency-license/articleshow/123368166.cms,2025-08-18T15:46:15Z,"an army jawan was allegedly assaulted by toll plaza employees in uttar pradesh's meerut district on sunday. the police has arrested six people, while the nhai has imposed a fine of rs 20 lakh and ini… [+1962 chars]",0.8256712,2025-08-18 15:46:15+00:00,False,False
India,Newser,John Johnson,putin works the phones before zelensky's trump meeting,"As Volodymyr Zelensky prepares to sit down with President Trump on Monday, Russia's Vladimir Putin was engaging in some diplomacy of his own. The BBC reports that he made calls to the leaders of Brazil, South Africa, India, and Tajikistan on Monday. The Kreml…",https://www.newser.com/story/373710/putin-works-the-phones-before-zelenskys-trump-meeting.html,2025-08-18T15:43:44Z,"as volodymyr zelensky prepares to sit down with president trump on monday, russia's vladimir putin was engaging in some diplomacy of his own. the bbc reports that he made calls to the leaders of braz… [+334 chars]",0.7127844,2025-08-18 15:43:44+00:00,False,False
India,BusinessLine,BL Chennai Bureau,aptiv opens new technical centre in chennai,"Aptiv PLC opens new Technical Centre in Chennai to accelerate AI/ML innovation for safer, greener future.",https://www.thehindubusinessline.com/info-tech/aptiv-opens-new-technical-centre-in-chennai/article69948177.ece,2025-08-18T15:40:42Z,"javed khan, executive vice president and president of software, advanced safety and user experience (as&amp;ux) at aptiv, and r. velusamy, president, automotive business (designate), mahindra &amp; m… [+1825 chars]",0.27825877,2025-08-18 15:40:42+00:00,True,False
India,Infosecurity Magazine,Alessandro  Mascellino,usb malware campaign spreads cryptominer worldwide,A multi-stage attack delivered via USB devices has been observed installing cryptomining malware using DLL hijacking and PowerShell,https://www.infosecurity-magazine.com/news/usb-malware-spreads-cryptominer/,2025-08-18T15:40:00Z,"a multi-stage malware attack delivered via infected usb devices has been identified, raising concerns over the persistence of cryptomining threats in 2025. analysts from cyberproof’s managed detecti… [+2205 chars]",0.8073345,2025-08-18 15:40:00+00:00,False,False
India,The Indian Express,Express News Service,"sc’s mental health guidelines in place since many years at siu, says dr rajiv yeravdekar","Higher educational institutions (HEIs) have been asked to prioritise extracurricular activities, including sports, arts, and personality development initiatives, thereby ensuring a safe and healthy living and learning environment for all students.",https://indianexpress.com/article/cities/pune/scs-mental-health-guidelines-in-place-since-many-years-at-siu-says-dr-rajiv-yeravdekar-10196936/,2025-08-18T15:37:56Z,"on july 25 this year, the supreme court had laid down guidelines applicable to all educational institutions across india with a view to address the rising prevalence of emotional and mental health pr… [+3514 chars]",0.56870884,2025-08-18 15:37:56+00:00,False,False
India,Greater Kashmir,Gk Web Desk,mbbs courses at aiims awantipora likely from july 2026: executive director dr s mohanty,MBBS courses at AIIMS Awantipora likely from July 2026: Executive Director Dr S Mohantygreaterkashmir.com,https://www.greaterkashmir.com/health/mbbs-courses-at-aiims-awantipora-likely-from-july-2026-executive-director-dr-s-mohanty/,2025-08-18T15:35:27Z,"srinagar, aug 18: mbbs courses at the upcoming all india institute of medical sciences (aiims) in awantipora are expected to commence from july 2026, while outpatient (opd) and inpatient (ipd) servic… [+2357 chars]",0.81136125,2025-08-18 15:35:27+00:00,False,False
India,RT,RT,putin briefs modi on alaska summit,The Russian president called the Indian prime minister to discuss his meeting with Donald Trump in Alaska Read Full Article at RT.com,https://www.rt.com/india/623201-putin-brief-modi-alaska-summit/,2025-08-18T15:34:21Z,indian prime minister narendra modi has thanked russian president vladimir putin for “sharing insights” on his recent summit with us president donald trump in alaska. modi commented on his call with … [+1734 chars],0.71241415,2025-08-18 15:34:21+00:00,False,False
India,BusinessLine,BL Mumbai Bureau,ultratech completes 7.5 mw round-the-clock green energy project at gujarat unit,UltraTech Cement operationalises innovative 7.5 MW renewable energy project at Sewagram Cement Works in Gujarat with Gentari.,https://www.thehindubusinessline.com/companies/ultratech-completes-75-mw-round-the-clock-green-energy-project-at-gujarat-unit/article69948040.ece,2025-08-18T15:34:03Z,"ultratech cement, the countrys largest cement maker, has operationalised a 7.5 mw round-the-clock hybrid renewable energy project at its integrated cement manufacturing unit at sewagram cement works … [+1138 chars]",0.59674627,2025-08-18 15:34:03+00:00,False,False
India,Livemint,Jocelyn Fernandes,acs to get cheaper? here's how much costs can reduce if gst reforms come into force,"The appliances sector is hoping that GST reforms, coupled with repo rate revisions could result in price reductions of ACs for end consumers.&nbsp;",https://www.livemint.com/industry/retail/buy-your-acs-cheaper-next-summer-how-much-electronics-cost-cut-rs-1500-2500-models-tv-gst-reforms-repo-rate-economy-news-11755522656269.html,2025-08-18T15:33:13Z,"modethe finance ministry on august 15 (india's 79th independence day), said that it has proposed reforms to the country's goods and services tax (gst) regime, with aim to simplify the process and rat… [+2794 chars]",0.53032684,2025-08-18 15:33:13+00:00,False,False
India,The Times of India,ET Online,"free sandwich, free wi-fi, rs 1,200 bank bill: inside india’s airport lounge economy","Airport lounges in India seem free, but the reality is different. Banks and card networks cover the cost, paying operators between Rs 600 and Rs 1,200 per domestic visit, or $25 to $35 internationally. They use lounge access to build loyalty and drive spendin…",https://economictimes.indiatimes.com/news/new-updates/free-sandwich-free-wi-fi-rs-1200-bank-bill-inside-indias-airport-lounge-economy/articleshow/123367523.cms,2025-08-18T15:33:05Z,"airport lounges have become a familiar sight for indian travellers. they promise calm amid the bustle of terminals: free food and drinks, recliners, wi-fi, charging points, and sometimes even spa tre… [+4183 chars]",0.7092779,2025-08-18 15:33:05+00:00,False,False
